customerid,actual_churn,predicted_churn,churn_probability,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,cltv,risk_segment,expected_monthly_revenue_at_risk,expected_annual_revenue_at_risk,retention_priority_score,priority_group
9286-BHDQG,0,0,0.015105297,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,5041,Low Risk,0.6835146828088909,8.202176193706691,76.1458014594391,Low Priority
3567-PQTSO,0,0,0.055257566,Male,No,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,6365,Low Risk,5.815858850255609,69.7903062030673,351.71440932899714,Medium Priority
3197-ARFOY,0,0,0.43422663,Female,Yes,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,3524,Low Risk,45.593796372413635,547.1255564689636,1530.2146515846252,High Priority
5698-BQJOH,1,0,0.40448445,Female,No,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,5571,Low Risk,38.18333215713501,458.19998588562015,2253.3828755021095,Critical Priority
1090-ESELR,0,0,0.035913948,Male,No,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,5534,Low Risk,3.7889215108007193,45.46705812960863,198.7477880641818,Medium Priority
0056-EPFBG,0,0,0.019547248,Male,No,Yes,Yes,20,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.4,825.4,3899,Low Risk,0.7701615814119577,9.241938976943493,76.21472096256912,Low Priority
4955-VCWBI,0,0,0.009503566,Female,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,4882,Low Risk,0.19007131457328796,2.2808557748794556,46.39640788733959,Low Priority
4717-GHADL,0,0,0.056493126,Female,No,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,5592,Low Risk,4.496852818131447,53.962233817577356,315.90955978631973,Medium Priority
0058-EVZWM,0,0,0.31349084,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,5875,Low Risk,28.15147723555565,337.8177268266678,1841.7586721479893,Critical Priority
7218-HKQFK,1,1,0.75807834,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,167.5,3715,High Risk,71.41097931861877,856.9317518234252,2816.261020898819,Critical Priority
5057-RKGLH,0,0,0.011458324,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.35,191.1,5352,Low Risk,0.2331768988631666,2.798122786357999,61.324951484799385,Low Priority
2309-OSFEU,1,0,0.4387312,Male,No,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,2529,Low Risk,14.872987461090087,178.47584953308103,1109.551188468933,High Priority
3429-IFLEM,0,0,0.013563687,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,4846,Low Risk,1.0491511880420148,12.589814256504177,65.72962711378932,Low Priority
1550-LOAHA,1,0,0.3530531,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,4017,Low Risk,29.709417772293094,356.5130132675171,1418.214274406433,High Priority
1400-MMYXY,1,1,0.87108266,Male,Yes,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,2715,High Risk,92.24765406847001,1106.9718488216402,2364.989431500435,Critical Priority
7503-QQRVF,1,1,0.48787904,Male,Yes,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,1178.25,2076,Medium Risk,36.24941251277924,434.9929501533509,1012.8368825912476,High Priority
7504-UWHNB,0,0,0.35091576,Male,No,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.35,3080,Low Risk,24.476374246180058,293.7164909541607,1080.820540189743,High Priority
9565-JSNFM,1,0,0.13761501,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,5437,Low Risk,9.694977464526891,116.33972957432269,748.2128101438284,High Priority
4735-BJKOU,0,0,0.018074134,Female,No,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,3915,Low Risk,0.3641938074491918,4.3703256893903015,70.76023603789508,Low Priority
3580-GICBM,0,0,0.004387645,Female,No,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,1445.2,6201,Low Risk,0.10618101023137569,1.2741721227765082,27.2077869605273,Low Priority
7632-YUTXB,0,0,0.01225538,Female,No,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,520.1,2010,Low Risk,0.2457203675992787,2.9486444111913443,24.633313659578562,Low Priority
9412-ARGBX,1,0,0.09102638,Female,No,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,95.5,4627.85,2459,Low Risk,8.693019352853298,104.31623223423958,223.83387003839016,Medium Priority
9576-ANLXO,1,1,0.60586655,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,2876,Medium Risk,42.13801864981651,505.65622379779813,1742.4722018241882,Critical Priority
1110-KYLGQ,0,0,0.26904666,Female,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),108.25,6780.1,5331,Low Risk,29.12430140376091,349.4916168451309,1434.2877670526505,High Priority
8696-JKZNU,1,1,0.47865212,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,5859,Medium Risk,36.49722412228584,437.9666894674301,2804.4227689504623,Critical Priority
8757-TFHHJ,0,1,0.49449423,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,49.8,2978,Medium Risk,24.625812631845474,295.50975158214567,1472.6038156151772,High Priority
2955-BJZHG,1,1,0.5094155,Male,No,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,5174,Medium Risk,41.18624376654625,494.23492519855495,2635.7158348560333,Critical Priority
9048-JVYVF,1,1,0.4523819,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,191.35,3520,Medium Risk,31.372685381770133,376.47222458124156,1592.38431930542,High Priority
0682-USIXD,0,1,0.552626,Female,No,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,86.05,1818.9,2937,Medium Risk,47.553468483686444,570.6416218042373,1623.0626024007797,High Priority
3884-UEBXB,0,0,0.007414726,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),36.15,2434.45,6314,Low Risk,0.2680423476034775,3.2165081712417303,46.81658043619245,Low Priority
1776-SPBWV,0,0,0.012374731,Female,No,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,682.1,2272,Low Risk,0.2487320886924863,2.9847850643098357,28.115388333797455,Low Priority
9050-QLROH,1,1,0.5208407,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,2931,Medium Risk,47.2402518928051,566.8830227136611,1526.5841047167778,High Priority
2925-VDZHY,0,0,0.0025585564,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,4641,Low Risk,0.2269439513795078,2.7233274165540937,11.87426018435508,Low Priority
9512-UIBFX,1,1,0.4717352,Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,4643,Medium Risk,44.88560515791178,538.6272618949414,2190.266576439142,Critical Priority
8676-TRMJS,1,1,0.5897664,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.0,209.1,3190,Medium Risk,44.232478737831116,530.7897448539734,1881.3547623157501,Critical Priority
3334-CTHOL,1,1,0.6425665,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,2041,Medium Risk,32.096196779608725,385.1543613553047,1311.4782307744026,High Priority
6331-LWDTQ,1,1,0.4651119,Male,No,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.15,794.25,2457,Medium Risk,33.55782440006733,402.693892800808,1142.779966056347,High Priority
3847-BAERP,0,0,0.13109829,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.9,247.0,4905,Low Risk,2.739954163134098,32.879449957609175,643.0370894819498,Medium Priority
4709-LKHYG,0,0,0.050407276,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,3800,Low Risk,1.00814551115036,12.097746133804321,191.54764711856842,Medium Priority
8621-MNIHH,1,1,0.57361245,Female,Yes,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,3217.55,3369,Medium Risk,54.06297355890274,648.7556827068329,1932.5003492832184,Critical Priority
8884-ADFVN,1,1,0.87930286,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,2016,High Risk,89.6449265062809,1075.7391180753707,1772.6745643615723,Critical Priority
2885-HIJDH,0,0,0.00624763,Male,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,4667,Low Risk,0.54291903632693,6.51502843592316,29.15768863679841,Low Priority
8570-KLJYJ,0,0,0.05676338,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,54.45,1893.5,4462,Low Risk,3.0907660827040675,37.08919299244881,253.27820497751236,Medium Priority
9339-FIIJL,0,0,0.022917857,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,6151.9,6450,Low Risk,1.9697898429818452,23.637478115782145,147.82018018886447,Low Priority
6223-DHJGV,0,0,0.04261402,Female,No,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,5956,Low Risk,0.8799795214086771,10.559754256904125,253.80910554528236,Medium Priority
0959-WHOKV,0,0,0.21271223,Male,No,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,2887,Low Risk,21.05851060152054,252.70212721824646,614.1002030968666,Medium Priority
9610-WCESF,0,0,0.038576465,Male,No,No,No,67,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,43.9,3097.2,6344,Low Risk,1.6935068178921937,20.322081814706323,244.72909459471703,Medium Priority
9279-CJEOJ,0,1,0.5784001,Female,Yes,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,5691,Medium Risk,55.17936719655991,662.152406358719,3291.6748293042183,Critical Priority
2985-FMWYF,0,1,0.62583905,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,4861,Medium Risk,58.51595160365105,702.1914192438126,3042.20364433527,Critical Priority
3540-RZJYU,1,0,0.43483305,Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,86.2,1270.2,5829,Low Risk,37.48260889053345,449.7913066864014,2534.6418471336365,Critical Priority
2522-WLNSF,0,0,0.097411886,Female,Yes,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.2,2106.3,2225,Low Risk,6.253843072056771,75.04611686468125,216.74144603312016,Medium Priority
6861-XWTWQ,1,1,0.87930286,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.25,665.45,2487,High Risk,87.2708087861538,1047.2497054338455,2186.8262110948563,Critical Priority
8735-NBLWT,0,0,0.055983376,Male,No,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,4195,Low Risk,1.1420608654618263,13.704730385541914,234.85026130452752,Medium Priority
1744-JHKYS,0,0,0.15284355,Female,No,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,3421,Low Risk,3.7752356812357903,45.302828174829486,522.8777840286493,Medium Priority
0841-NULXI,1,1,0.75917786,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,3958,High Risk,26.98877305090427,323.86527661085125,3004.825984120369,Critical Priority
4016-BJKTZ,0,0,0.20700459,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.9,2809.05,4398,Low Risk,22.542800049483777,270.51360059380534,910.4061948359013,High Priority
9298-WGMRW,0,0,0.043836795,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5,8312.75,4697,Low Risk,5.06314979866147,60.757797583937645,205.90142514556646,Medium Priority
7893-IXHRQ,1,0,0.38269645,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.55,20.55,5636,Low Risk,7.864412042498589,94.37294450998307,2156.8771908283234,Critical Priority
8785-CJSHH,0,1,0.49857658,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,6213,Medium Risk,49.75794283151627,597.0953139781952,3097.6563007235527,Critical Priority
7654-YWJUF,0,0,0.094914384,Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,4382,Low Risk,7.996536867693067,95.9584424123168,415.91483150422573,Medium Priority
8909-BOLNL,0,0,0.072864994,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.2,52.05,2088,Low Risk,1.5447378814220427,18.536854577064513,152.14210832118988,Low Priority
9919-FZDED,0,0,0.025674112,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,4671,Low Risk,2.1591928310692308,25.91031397283077,119.92377781122923,Low Priority
0322-CHQRU,1,1,0.46224278,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,3478,Medium Risk,20.96271016895771,251.5525220274925,1607.6803961992264,High Priority
3587-PMCOY,0,1,0.47424576,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.9,1064.95,4614,Medium Risk,46.902905353903776,562.8348642468453,2188.169922173023,Critical Priority
0655-RBDUG,1,1,0.7976901,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,2561,High Risk,78.21351366937161,938.5621640324593,2042.8843294978142,Critical Priority
0983-TATYJ,0,0,0.093040764,Female,No,Yes,No,33,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,51.45,1758.9,4935,Low Risk,4.786947324872017,57.4433678984642,459.15617197752,Medium Priority
5650-YLIBA,0,1,0.4788998,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,3031,Medium Risk,38.86271931678057,466.35263180136684,1451.5453142225742,High Priority
5144-TVGLP,0,1,0.4859379,Male,Yes,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.75,3653.0,3654,Medium Risk,46.04261539876461,552.5113847851753,1775.6170624494553,Critical Priority
3569-EDBPQ,0,0,0.4057872,Female,No,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.35,1938.05,2198,Low Risk,34.228150297701355,410.7378035724163,891.92026501894,High Priority
4945-RVMTE,0,0,0.22740027,Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,3354,Low Risk,13.54168626219034,162.5002351462841,762.7005159258842,High Priority
3511-BFTJW,0,0,0.005066347,Male,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,4710,Low Risk,0.195054353447631,2.340652241371572,23.862493629567325,Low Priority
5537-UXXVS,0,0,0.09568735,Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,375.25,4137,Low Risk,1.841981528326869,22.103778339922428,395.8585757240653,Medium Priority
8782-NUUOL,0,0,0.049706962,Male,No,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,4807,Low Risk,3.9268499948084354,47.122199937701225,238.94136613979936,Medium Priority
2865-TCHJW,1,1,0.8012234,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,5808,High Risk,71.469127035141,857.6295244216919,4653.505491256714,Critical Priority
9931-KGHOA,0,0,0.15753597,Female,No,Yes,No,46,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.0,2473.95,5928,Low Risk,8.664478361606598,103.97374033927917,933.8732314109802,High Priority
3071-MVJCD,0,0,0.021622257,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),82.3,5815.15,4162,Low Risk,1.7795117763802408,21.354141316562888,89.99183491244912,Low Priority
7279-BUYWN,1,1,0.48698813,Female,Yes,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.2,4689.5,3380,Medium Risk,55.12705600261688,661.5246720314026,1646.019870042801,High Priority
3756-VNWDH,0,0,0.29332125,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,4368,Low Risk,29.552116125822067,354.6253935098648,1281.2272281646729,High Priority
1395-OFUWC,0,0,0.041490566,Male,No,Yes,Yes,43,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.3,1224.05,4741,Low Risk,1.2156735833734273,14.588083000481127,196.70677333697677,Medium Priority
4223-BKEOR,0,0,0.066655755,Female,No,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,3302,Low Risk,4.322625714540481,51.87150857448577,220.09730315208435,Medium Priority
0040-HALCW,0,0,0.0055772746,Male,No,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,6393,Low Risk,0.11377640180289744,1.3653168216347693,35.65551650617272,Low Priority
7124-UGSUR,1,0,0.28414464,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,4412,Low Risk,29.664700412750246,355.97640495300294,1253.6461515426636,High Priority
7395-XWZOY,0,0,0.21775585,Male,No,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,4481,Low Risk,11.97657197713852,143.71886372566223,975.7639823555946,High Priority
5440-VHLUL,0,0,0.2436471,Male,No,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,7386.05,6247,Low Risk,25.631674766540527,307.5800971984863,1522.0634245872498,High Priority
4706-DGAHW,0,1,0.6149356,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,45.2,4576,Medium Risk,27.795088076591494,333.5410569190979,2813.9451999664307,Critical Priority
8166-ORCHU,0,0,0.17401972,Male,Yes,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,93.55,3055.5,4414,Low Risk,16.279545192420482,195.35454230904577,768.123062312603,High Priority
3978-YNKDD,0,0,0.009667235,Male,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.85,467.5,2654,Low Risk,0.201561858644709,2.418742303736508,25.656842822209,Low Priority
7198-GLXTC,1,1,0.6674499,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.0,143.65,5239,Medium Risk,52.72854143381119,632.7424972057343,3496.769981920719,Critical Priority
6366-XIVKZ,0,0,0.09509956,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15,816.8,5916,Low Risk,6.0055372718721625,72.06644726246594,562.6090023815632,Medium Priority
5133-POWUA,0,1,0.59343684,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.8,45.8,2614,Medium Risk,27.179407143592833,326.15288572311397,1551.2438924312592,High Priority
8400-WZICQ,0,0,0.044045277,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,4149,Low Risk,2.4533219255506995,29.439863106608392,182.74385402351618,Medium Priority
5382-SOYZL,0,1,0.6857337,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,3729,Medium Risk,65.21327258348465,782.5592710018159,2557.1008776426315,Critical Priority
1989-PRJHP,1,1,0.5306118,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,2377,Medium Risk,40.06119188666344,480.73430263996124,1261.2642796635628,High Priority
4154-AQUGT,1,1,0.52938205,Male,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,3861,Medium Risk,47.14147155582905,565.6976586699486,2043.9440951943398,Critical Priority
0980-FEXWF,0,0,0.01660209,Male,No,Yes,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,50.35,1285.8,3386,Low Risk,0.8359152127988637,10.030982553586364,56.21467548236251,Low Priority
5845-BZZIB,0,0,0.0051472113,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,655.3,4517,Low Risk,0.10345894619822503,1.2415073543787003,23.249953232705593,Low Priority
4840-ORQXB,0,1,0.47314632,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,5128,Medium Risk,49.56207695603371,594.7449234724045,2426.2943258285522,Critical Priority
0295-PPHDO,1,1,0.91015583,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,95.45,5962,High Risk,86.8743742376566,1042.4924908518792,5426.349074959755,Critical Priority
8775-ERLNB,0,1,0.8323054,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.3,74.3,2968,High Risk,61.84028912186622,742.0834694623946,2470.2823433876038,Critical Priority
0376-YMCJC,1,1,0.52787405,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,4359,Medium Risk,47.825389158725734,573.9046699047088,2301.002994954586,Critical Priority
7410-YTJIK,1,1,0.5374669,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.45,480.75,2872,Medium Risk,40.551876372098924,486.6225164651871,1543.60488986969,High Priority
9927-DSWDF,0,1,0.5868791,Male,No,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,2429,Medium Risk,61.38755120038986,736.6506144046783,1425.5292721390724,High Priority
6681-ZSEXG,0,0,0.05206346,Male,No,Yes,No,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),59.5,3389.25,5477,Low Risk,3.0977759528905153,37.173311434686184,285.15157805010676,Medium Priority
5702-KVQRD,0,0,0.035457775,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,4668,Low Risk,2.927039325982332,35.124471911787985,165.51689368486404,Low Priority
8711-LOBKY,0,0,0.0052385163,Male,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,6144,Low Risk,0.10398454768583179,1.2478145722299816,32.18544387817383,Low Priority
9692-TUSXH,1,1,0.5514428,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,5581,Medium Risk,52.966081127524376,635.5929735302925,3077.6022776961327,Critical Priority
4012-YCFAI,0,0,0.023430688,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.35,3766.2,6174,Low Risk,1.4374727276153862,17.249672731384635,144.6610696054995,Low Priority
8455-HIRAQ,0,0,0.2658307,Female,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,369.3,4909,Low Risk,11.816174420714379,141.79409304857256,1304.9628848433495,High Priority
